Unnamed: 0,번호,제목,저자,출판사,출판일
,33,The influences of teachers’ perceptions of using student achievement data in evaluation and their self-efficacy on job satisfaction: evidence from China,Shujie Liu; Xianxuan Xu; James Stronge,"Institute of Asia Pacific Education Development, Seoul National University",2018
,34,The influences of teachers' perceptions of using student achievement data in evaluation and their self-efficacy on job satisfaction: evidence from China,"Liu, Shujie; Xu, Xianxuan; Stronge, James",The Institute of Asia Pacific Education Development,2018
,35,An analysis of the Australian Government's Jobs for Families Child Care Package: The utility of Bacchi's WPR methodology to identify potential influences on parents' childcare choices,"Beutler, Danica; Fenech, Marianne",Early Childhood Australia,2018
,36,Influence of water and fat heterogeneity on fat‐referenced MR thermometry,"Baron, Paul; Deckers, Roel; Bouwman, Job G.; Bakker, Chris J. G.; de Greef, Martijn; Viergever, Max A.; Moonen, Chrit T. W.; Bartels, Lambertus W.","John Wiley & Sons, Ltd",2016
,37,"Carbon aerogels, cryogels and xerogels: Influence of the drying method on the textural properties of porous carbon materials","Job, N.; Th??ry, A.; Pirard, R.; Marien, J.; Kocon, L.; Rouzaud, J. N.; B??guin, F. o.; Pirard, J. P.","Elsevier Science B.V., Amsterdam.",2005
,38,Influence of resin chemistry on water uptake and environmental ageing in glass fibre reinforced composites-polyester and vinyl ester laminates,"Boinard, E.",CHAPMAN & HALL,2000
,39,Influence of the carbon texture of platinum/carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,"Ouattara-Brigaudet, M.; Berthon-Fabry, S.; Beauger, C.; Chatenet, M.; Job, N.; Sennour, M.; Achard, P.","Elsevier Science B.V., Amsterdam.",2012
,40,Influence of cholesterol on dynamics of dimyristoylphosphatidylcholine bilayers as studied by deuterium NMR relaxation,"Trouard, T. P",American Institute of Physics,1999
,41,The influence of motor preparation on the processing of action-relevant visual features,"Job, Xavier; Golemme, Mara; Bhattacharya, Joydeep; Cappelletti, Marinella; de Fockert, Jan; van Velzen, Jose",Nature Publishing,2019
,42,Influence of fissure integrity on quantitative CT and emphysema distribution in emphysema-type COPD using a dedicated COPD software,"Müller, Jan; Lim, Hyun-ju; Eichinger, Monika; Jobst, Bertram J.; Eberhardt, Ralf; Gompelmann, Daniela; Koenigkam-Santos, Marcel; Puderbach, Michael; Kauczor, Hans-Ulrich; Heussel, Claus P.; Wielpütz, Mark O.","Elsevier Science B.V., Amsterdam.",2017
,43,Influence of blend ratio and water content on the rheology and fragility of maltopolymer/maltose blends,"Dupas-Langlet, Marina; Meunier, Vincent; Pouzot, Matthieu; Ubbink, Job","Elsevier Science B.V., Amsterdam.",2019
,44,Influence of the surface morphology of smooth platinum electrodes for the sodium borohydride oxidation reaction,"Olu, P. Y.; Gilles, B.; Job, N.; Chatenet, M.","Elsevier Science B.V., Amsterdam.",2014
,45,Regulatory Performance of Community Water Systems Supplied by Ground Water under the Influence of Surface Water,"Job, C.",Blackwell Publishing Ltd,2009
,46,The Influence of Low-Energy Argon Implantation and Out-Diffusion Heat Treatments on Hydrogen Enhanced Thermal Donor Formation in P-Type Czochralski Silicon,"Ulyashin, A. G.;Petlitskii, A. N.;Job, R.;Fahrner, W. R.",Scitec Publications,1999
,47,The influence of the amorphous silicon deposition temperature on the efficiency of the ITO/A-Si:H/C-Si heterojunction (HJ) solar cells and properties of interfaces,"Ulyashin, A. G.; Job, R.; Scherff, M.; Gao, M.; Fahrner, W. R.; Lyebyedyev, D.; Roos, N.; Scheer, H. C.",ELSEVIER SEQUOIA SA,2002
,48,The influence of carbon capture and compression unit on the characteristics of ultramodern combined cycle power plant,"Kotowicz, Janusz; Brz?czek, Mateusz; Job, Marcin",Inderscience,2017
,49,"30-OR Influence of HLA class I and KIR genotypes on HIV-1 positive subjects from Rio Grande do Sul, Brazil","Oliveira, Juliana Cardoso; Fabrício-Silva, Gustavo Milson; Castilho, Magda Cristina Bernardino; Arruda, Monica Barcellos; Süffert, Theodoro Armando; Porto, Luís Cristovao; Jobim, Luís Fernando Job; Jobim, Mariana; Salim, Patrícia; Tanuri, Amilcar; Ferreir","Elsevier Science B.V., Amsterdam.",2011
,50,The influence of natural rubber/Au nanoparticle membranes on the physiology of Leishmania brasiliensis,"Barboza-Filho, C. G.; Cabrera, F. C.; Dos Santos, R. J.; De Saja Saez, J. A.; Job, A. E.","Elsevier Science B.V., Amsterdam",2012
,51,The influence of type of inhalation device on adherence of COPD patients to inhaled medication,"Koehorst-ter Huurne, Kirsten; Movig, Kris; van der Valk, Paul; van der Palen, Job; Brusse-Keizer, Marjolein",Informa Healthcare,2016
,52,"The influence of early or delayed provision of ankle-foot orthoses on pelvis, hip and knee kinematics in patients with sub-acute stroke: A randomized controlled trial","Nikamp, Corien D.M.; van der Palen, Job; Hermens, Hermie J.; Rietman, Johan S.; Buurke, Jaap H.","Elsevier Science B.V., Amsterdam.",2018
,53,The Influence of Restricted Visual Feedback on Dribbling Performance in Youth Soccer Players,"Fransen,  Job; Lovell,  Thomas W. J.; Bennett,  Kyle J. M.; Deprez,  Dieter; Deconinck,  Frederik J. A.; Lenoir,  Matthieu; Coutts,  Aaron J.",HUMAN KINETICS,2017
,54,Is your health malleable or fixed? The influence of implicit theories on health-related attitudes and behaviour,"Schreiber, Mike; Job, Veronika; Dohle, Simone",Taylor & Francis,2020
,55,"A Retrospective Study on Anthropometrical, Physical Fitness, and Motor Coordination Characteristics That Influence Dropout, Contract Status, and First-Team Playing Time in High-Level Soccer Players Aged Eight to Eighteen Years","Deprez, Dieter N.; Fransen, Job; Lenoir, Matthieu; Philippaerts, Renaat M.; Vaeyens, Roel",National Strength and Conditioning Assoc; Lippincott Williams and Wilkins,2015
,56,Dosage and Site of Entry Influence Growth and Dissemination of Mycobacterium leprae in T900r Mice,"Ebenezer, G. J.; Arumugam, S.; Job, C. K.",INTERNATIONAL JOURNAL OF LEPROSY,2002
,57,EDLC Electrodes from Cellulose-Based Carbon Aerogels: Influence of the Carbon Surface Chemistry,"Hildenbrand, C.; Grzyb, B.; Berthon-Fabry, S.; Job, N.; Rigacci, A.; Achard, P.",Biarritz; Groupe Francais d'etude des Carnones,2009
,58,How does participating in a deliberative citizens panel on healthcare priority setting influence the views of participants?,"Reckers-Droog, Vivian; Jansen, Maarten; Bijlmakers, Leon; Baltussen, Rob; Brouwer, Werner; van Exel, Job","Elsevier Science B.V., Amsterdam.",2020
,59,Community response to noise: A review of factors influencing the relationship between noise exposure and reaction:,"Job, R.F.",American Psychological Association,1989
,60,Factors Influencing Reaction to Individual Impulsive Events Experienced in the Home,"Soames Job, R. F.;Peploe, P.;Cook, R.",TAPIR,1995
,61,MICROBIAL INFLUENCED CORROSION (MIC) RESPONSIBLE FOR A SERIOUS CORROSION PROBLEM IN A FIRE EXTINGUISHING SYSTEM IN A HARBOR IN THE NETHERLANDS,"Noël, Nanni; Strijk, Gijsbert; Klijnstra, Job",NKF etc.,2017
,62,Geometric Influences on Radial Indentation of Microtubules,"Donhauser, Z. J.; Jobs, W. B.; Binka, E. C.","Elsevier Science B.V., Amsterdam",2010
,63,Factors influencing academic performance of real estate students in Nigeria,"Ayodele, Timothy Oluwafemi; Oladokun, Timothy Tunde; Gbadegesin, Job Taiwo",Emerald Group Publishing Limited,2016
,64,"Social Capital Dimensions and Other Determinants Influencing Houshold Participation in Micro-Credit Groups in Uasin Gishu County, Kenya","Daniel, K.K.; Job, L.K.; Ithinji, G.K.",MEDWELL ONLINE,2013
,65,Quantitative exploration of factors influencing psychotic disorder ailments in Nigeria,"Adejumo, Adebowale O.; Ikoba, Nehemiah A.; Suleiman, Esivue A.; Okagbue, Hilary I.; Oguntunde, Pelumi E.; Odetunmibi, Oluwole A.; Job, Obalowu","Elsevier Science B.V., Amsterdam",2017
,66,Positional group significantly influences the offensive and defensive skill involvements of junior representative rugby league players during match play,"Bennett, Kyle J. M.; Fransen, Job; Scott, Brendan R.; Sanctuary, Colin E.; Gabbett, Tim J.; Dascombe, Ben J.",Taylor & Francis,2016
,67,WHAT'S THE SECRET OF MICROBIOLOGICALLY INFLUENCED CORROSION? EXPERIENCES AND CASE STUDIES FROM DAMAGE CASES OF DIFFERENT ENVIRONMENTS,"Noël, Nanni; Christ, Hans; Klijnstra, Job",NKF etc.,2017
,68,Application of phytoplankton community structure for ranking the major riverine catchments influencing the pollution status of a lake basin,"Aura, Christopher Mulanda; Odoli, Cyprian; Nyamweya, Chrisphine S.; Njiru, James M.; Musa, Safina; Miruka, Jared Babu; Owili, Monica Ochieng; Omondi, Reuben; Raburu, Phillip; Manyala, Julius; Mwamburi, Job; Ogari, Zachary; Mbaru, Emmanuel K.",John Wiley & Sons Ltd,2020
,1,Job‐Shock Influence on Call‐Center Turnover,"Posey, Carmen N.",WILEY,2019
,2,A new look at employee happiness: How employees' perceptions of a job as offering experiences versus objects to customers influence job-related happiness,"Bastos, Wilson; Barsade, Sigal G.","Elsevier Science B.V., Amsterdam",2020
,3,TEMPORARY JOBS IN IRELAND: DOES CLASS INFLUENCE JOB QUALITY?,"Layte, R.; O Connell, P.J.; Russell, H.",ECONOMIC &amp; SOCIAL STUDIES,2008
,4,Leadership practices influence job satisfaction,"Moneke, N.; Umeh, O.J.",Lippincott Williams & Wilkins,2014
,5,Does personality influence job acquisition and tenure in people with severe mental illness enrolled in supported employment programs?,"Fortin, Guillaume; Lecomte, Tania; Corbière, Marc",Informa Healthcare,2017
,6,"Personal resources influence job demands, resources, and burnout: A one-year, three-wave longitudinal study","Wang,  Yansong; Huang,  Jie; You,  Xuqun",SOCIETY FOR PERSONALITY RESEARCH,2016
,7,Factors That Influence Job Satisfaction of Nurses in Urban and Rural Community Health Centers in Cameroon: Implications for Policy,"Ndiwane, A.",CHURCHILL LIVINGSTONE,1999
,8,How work-related capabilities influence job performance: a relational perspective,"Ren, Shuang; Yang, Fu; Wood, Robert",Taylor & Francis,2019
,9,"Effects of Ability Utilization, Job Influence and Organization Commitment on Employee Empowerment: An Empirical Study","Elloy, D.",INTERNATIONAL JOURNAL OF MANAGEMENT,2012
,10,How does Organizational Justice Influence Job Satisfaction and Organizational Commitment? Explaining with Psychological Capital,"Totawar, A.K.; Nambudiri, R.",THE INDIAN INSTITUTE OF MANAGEMENT,2014
,11,How was it for you? What factors influence job satisfaction for band 5 and 6 therapeutic radiographers,"Hutton, D.; Eddy, A.","Elsevier Science B.V., Amsterdam",2013
,12,Does the soft aspects of TQM influence job satisfaction and commitment? An empirical analysis,"Arunachalam, Thiruchelvi; Palanichamy, Yogesh",Emerald,2017
,13,How peers' updates on social media influence job search,"Sender, Anna; Korzynski, Pawel",Emerald Group Publishing Limited,2019
,14,Can Organizational Support for Technology Influence Job Satisfaction?,"DelliFraine, J. L.; Dansky, K. H.; Rumberger, J. S.",ASPEN,2006
,15,How organizational embeddedness and affective commitment influence job crafting,"Qi, J.; Li, J.; Zhang, Q.",SOCIETY FOR PERSONALITY RESEARCH,2014
,16,The influence of job-related factors on work engagement of staff at the University of the Free State,"van den Berg, H.S.; Manias, D.; Burger, S.A.",ACTA ACADEMICA,2008
,17,The Job Market of the Future: How Will the Recent Change in Boards Influence the Job Market for New Graduates?,"Warren, Lance A.; Patel, Tirath Y.; Layman, Matthew S.; Patel, Manish Y.","Elsevier Science B. V., Amsterdam",2015
,18,How management control and job-related characteristics influence the performance of export sales managers,"Theodosiou, M.; Katsikea, E.","Elsevier Science B.V., Amsterdam.",2007
,19,How does perceived underemployment influence expatriate job-related outcomes? A moderated mediation study,"Kawai, Norifumi; Mohr, Alexander",Taylor & Francis,2020
,20,Victimization on the job: the influence of thefts and robberies on Irish and Italian employees and its relationship with psychological well-being,"Sommovigo, Valentina; Setti, Ilaria; O'Shea, Deirdre; Argentero, Piergiorgio",Taylor & Francis,2018
,21,Wanted: a First Job in Journalism-An Exploration of Factors that May Influence Initial Job-Search Outcomes for News-Editorial Students,"Neidorf, S.M.",AEJMC PUBLICATIONS COMMITTEE,2008
,22,Right ``Man'' for the Job? The Influence of Gender on Civil—Military Friction,"Schroeder, Theresa; Powell, Jonathan",RUTGERS-THE STATE UNIVERSITY,2018
,23,Transition from School to First Job: The Influence of Educational Attainment EC9/03,"Nguyen, A. N.; Taylor, J.",DEPARTMENT OF ECONOMICS,2003
,24,Making the simple more complex: the influence of job‐embedded professional development in supporting teacher expertise in reading,"Dennis, Danielle; Hemmings, Chris","John Wiley & Sons, Ltd",2019
,25,Work-family conflict in a southern European country: The influence of job-related and non-related factors,"Carnicer, M. P.; Sanchez, A. M.; Perez, M. P.; Jimenez, M. J.",Emerald Group Publishing Limited,2004
,26,Front-line Service Employees? Job Satisfaction in the Hospitality Industry: The Influence of Job Demand Variability and the Moderating Roles of Job Content and Job Context Factors,"Chiang, F.F.T.; Birtch, T.A.; Cai, Z.",SAGE,2014
,27,Influence of Job Stress on Muscle Activity and Spinal Loads,"Davis, K. G.",00,2000
,28,"Influence of job seniority, hand hygiene education, and patient-to-nurse ratio on hand disinfection compliance","Buffet-Bataillon, S.; Leray, E.; Poisson, M.; Michelet, C.; Bonnaure-Mallet, M.; Cormier, M.","Elsevier Science B.V., Amsterdam",2010
,29,Influence of Job Market Conditions on Engineering Cooperative Education Participation,"Barry,  Brock E.; Ohland,  Matthew W.; Mumford,  Kevin J.; Long,  Russell A.",AMERICAN SOCIETY OF CIVIL ENGINEERS,2016
,30,Influence of job demands and job control on work-life balance among Taiwanese nurses,"Ng, L. P.; Chen, I. C.; Ng, H. F.; Lin, B. Y.; Kuar, L. S.",John Wiley & Sons Ltd,2017
,31,Influence of Job Attributes on Turnover: An Empirical Study on Indian Sales Personnel,"Malik,  Sonia","Foundation for Organisational Research and Education, New Delhi",2017
,32,Influence of job stress on job satisfaction among younger bank employees in China,"Wu, Xiaoyu",Emerald Group Publishing,2019
,33,Influence of Job Accessibility on Housing Market Processes: Study of Spatial Stationarity in the Buffalo and Seattle Metropolitan Areas,"Hwang, S.; Thill, J.-C.",KLUWER ACADEMIC PUBLISHERS,2010
,34,Influence of job dissatisfaction on recent raise of employee turnover intention in UAE banks: a mixed-methods approach,"Alqubati, Hamad; Dixon, Christopher; Hossan, Chowdhury",Inderscience,2019
,35,Influence of job characteristics on engagement: does support at work act as moderator?,"Rai, Alka; Ghosh, Piyali; Chauhan, Ragini; Mehta, Navin Kumar",Emerald Group Publishing Limited,2017
,36,Job insecurity influence on job performance and mental health: Testing the moderating effect of the need for closure,"Chirumbolo, A.; Areni, A.",SAGE,2010
,37,Influence of job and personal risk factors on safety limits for kinesiotherapists performing a stressful clinical lifting task,"Robertson, L. D.",AMERICAN KINESIOTHERAPY ASSOC - DEP HEALTH,1993
,38,Influence of job strain on changes in body mass index and waist circumference-6-year longitudinal study,"Ishizaki, M.; Nakagawa, H.; Morikawa, Y.; Honda, R.; Yamada, Y.; Kawakami, N.; The Japan Work Stress and Health Cohort Study Group",SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT,2008
,39,"Influence of job demands, job control and social support on information systems professionals' psychological well-being","Love, P. E.; Irani, Z.; Standing, C.; Themistocleous, M.",Emerald Group Publishing Limited,2007
,40,"Influence of Job Satisfaction to Organizational Citizenship Behavior Among Senior High School Teachers in South Sulawesi, Indonesia ",Ulfiani Rahman ,American Scientific Publishers,2015
,41,"The influence of job stress, social support and health status on intermittent and chronic sleep disturbance: an 8-year longitudinal analysis","Gosling, J. A.; Batterham, P. J.; Glozier, N.; Christensen, H.","Elsevier Science B.V., Amsterdam.",2014
,42,The Influence Of Job Stress On The Components Of Organisational Commitment Of Health Care Personnel In The Eastern Cape Province South Africa,"Ruzungunde,  Vongai Sarah; Murugan,  Chan; Hlatywayo,  Clifford K.",WESTERN ACADEMIC PRESS INC,2016
,43,The Influence of Job Sequencing Rules on the Performance of a Textile Factory: A Simulation Study,"Gomes, C. F.;Lisboa, J. V.;Yasin, M. M.",Decision Sciences Institute,2000
,44,Does Job Function Influence Ethical Reasoning? An Adapted Wason Task Application,"Wasieleski, D. M.; Weber, J.",Springer Science + Business Media,2009
,45,The influence of job stress on risk of myocardial infarction in population 25-64 years in Russia/Siberia. Who monica-psychosocial program,"Gafarov, V.; Gromova, E.; Panov, D.; Gagulin, I.; Gafarova, A.; Krymov, E.","Elsevier Science B.V., Amsterdam.",2020
,46,The Influence of Job Security on Field Sales Manager Satisfaction: Exploring Frontline Tensions,"Noble, C.H.",JOURNAL OF PERSONAL SELLING SALES MANAGEMENT,2008
,47,The Influence of Job Candidates' Physical Appearance on Interview Evaluations: A Prototype Matching Model,"Lowman, Graham H.; Harms, Peter D.; Mills, Maura J.",Hogrefe Publishing,2019
,48,Participation's Influence on Job Satisfaction: The Importance of Job Characteristics,"Wright, B. E.; Kim, S.",UNIV S CAROLINA INST OF PUBLIC AFFAIRS,2004
,49,How Job Characteristics Influence Prototypes and the Information Dilution Effect,"Humphrey, R. H.",OMNIPRESS,1995
,50,How job demands influence one's partner's feelings of exhaustion,"Bakker, A.A.",Washington D.C.; American Psychological Association,2006
,51,The influence of job satisfaction on child welfare worker's desire to stay: An examination of the interaction effect of self-efficacy and supportive supervision,"Chen, S. Y.; Scannapieco, M.","Elsevier Science B.V., Amsterdam.",2010
,52,"The Influence of Job Characteristics on Job Outcomes of Pharmacists in Hospital, Clinic, and Community Pharmacies","Yen-Ju Lin, B.; Yeh, Y. C.; Lin, W. H.",Springer Science + Business Media,2007
,53,The influence of job performance outcomes on ethical assessments,"Selvarajan, R.; Cloninger, P. A.",Emerald Group Publishing Limited,2009
,54,"The Influence of Job Satisfaction, Burnout, Pain, and Worker's Compensation Status on Disability After Finger Injuries","Kadzielski, J. J.; Bot, A. G.; Ring, D.","Elsevier Science B.V., Amsterdam",2012
,55,The Influence Of Job Insecurity On Career Commitment And Attitude In Multinational Corporations,"Yoon,  Kyung Hee; Oh,  Sung-Ho; Kim,  Bo-Young",JOURNAL OF APPLIED BUSINESS RESEARCH,2018
,56,The influence of job assignment on community engagement: bicycle patrol and community-oriented policing,"Sytsma, Victoria A.; Piza, Eric L.",Taylor & Francis,2018
,57,The Influence of Job Attributes and Culture on Job Productivity: Comparing the Views of Public Servants in Asia Pacific and the United States,"Taylor, J.; Steel, B.S.; Simon, C.A.",UNIV S CAROLINA INST OF PUBLIC AFFAIRS,2013
,58,The influence of job accessibility on local residential segregation of ethnic minorities: A study of Hong Kong,"Tao, Sui; He, Sylvia Y.; Luo, Shuli","John Wiley & Sons, Ltd",2020
,59,Leadership's Influence on Job Satisfaction,"Watson, L.M.",AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS,2009
,60,"Factors influence nurses' job motivation at governmental health institutions of Jimma Town, South-west Ethiopia","Negussie, Bayisa Bereka; Oliksa, Gebisa Bayisa","Elsevier Science B.V., Amsterdam",2020
,61,Social influence and job choice decisions,"Kulkarni, M.; Nithyanand, S.",Emerald Group Publishing Limited,2013
,62,The Influence of Job Longevity on Employee Reactions to Task Characteristics,"Katz, Ralph",Plenum Press,1978
,63,The Influence of Job Stress and Self-Efficacy of Small and Mid-Sized Hospital Nurses on Their Job Satisfaction,Yu-Kyeong Kong; Sung-Ju Park; Jeong-Suk Kim,International Information Institute,2017
,64,Does Job Function Influence Ethical Reasoning? An Adapted Wason Task Application,"Wasieleski, D. M.; Weber, J.",Springer,2009
,65,The Influence of Job Factors in the Introduction of Rest Breaks for Intensive Data Entry Work,"Conway, F. T.",HUMAN FACTORS AND ERGONOMICS SOCIETY,1999
,66,"The influence of job, team and organizational level resources on employee well-being, engagement, commitment and extra-role performance: Test of a model","Albrecht, S.L.",Emerald Group Publishing Limited,2012
,67,The influence of job rotation and task order on muscle fatigue: A deltoid example,"Raina, S.M.; Dickerson, C.R.",unknown,2010
,68,The influence of job characteristics and self-directed learning orientation on workplace learning,"Raemdonck, I.; Gijbels, D.; Groen, W.",Blackwell Publishing Ltd,2014
,69,The influence of job and parental strain on typically and atypically developing children: a vicious circle?,"Breevaart, K.; Bakker, A.",Taylor & Francis,2012
,70,"The Influence of Job Satisfaction, Organizational Commitment, and Fairness Perceptions on Organizational Citizenship Behavior","Schappe, S. R.",HELDREF PUBLICATIONS - HELEN DWIGHT REID,1998
,71,"The influence of job satisfaction, organizational commitment","Schappe, Stephen P",Journal Press,1998
,72,Disability and influence in job interviews,"Ameri, Mason; Kurtzberg, Terri; Schur, Lisa; Kruse, Douglas",Emerald Group Publishing Ltd,2020
,73,Does TQM influence employees' job satisfaction? An empirical case analysis,"Ooi, K. B.; Bakar, N. A.; Arumugam, V.; Vellapan, L.; Loke, A. K.",Emerald Group Publishing Limited,2007
,74,The Moderating Influence of Job Performance Dimensions on Convergence of Supervisory and Peer Ratings of Job Performance: Unconfounding Construct-Level Convergence and Rating Difficulty,"Viswesvaran, C.; Schmidt, F. L.; Ones, D. S.",APA AMERICAN PSYCHOLOGICAL ASSOCIATION,2002
,75,Examining the Influence of Job Resourcefulness on Sales Performance,"Harris, E.G.; Ladik, D.M.; Artis, A.B.; Fleming, D.E.","THE ASSOCIATION OF MARKETING THEORY AND PRACTICE,",2013
,76,Mental workload's influence on job performance for the high-speed railway drivers - job satisfaction as mediator,"Zhou, Hong; Ye, Long; Gong, Daqing",INDERSCIENCE ENTERPRISES LTD,2016
,77,Effect of General/Job Stress Mindset to Decrease the Influence of Job Stress to Burnout,"SangWoo, Hahm",International Information Institute,2016
,78,Analyzing the influence of job satisfaction on hostage employee loyalty in Isfahan Province Gas Company,"Jahanbazi Goujani, Afshin; Shahin, Arash; Nasr Isfahani, Ali; Safari, Ali",Emerald Group Publishing Limited,2019
,79,Behind the influence of job crafting on citizen value co-creation with the public organization: joint effects of paternalistic leadership and public service motivation,"Tuan (Tuan Luu), Luu Trong",Taylor & Francis,2018
,80,Factors That Influence Nurses' Job Satisfaction,"Ma, C.-C.; Samuels, M. E.; Alexander, J. W.",J B LIPPINCOTT CO,2003
,81,Aged care nurses- job control influence satisfaction and mental health,"Elliott, K. E.; Rodwell, J.; Martin, A. J.",John Wiley & Sons Ltd,2017
,82,"Efficacy of clinical supervision: influence on job satisfaction, burnout and quality of care","Hyrkas, K.; Appelqvist-Schmidlechner, K.; Haataja, R.",Blackwell Publishing Ltd,2006
,83,Employee participation and the influence on job satisfaction of the 'new generation' of Chinese employees,"Zhu, Ying; Xie, Yuhua; Warner, Malcolm; Guo, Yongxing",Taylor & Francis,2015
,84,Resources Matter: Combined Influence of Job Demands and Job Control on Creative Process Engagement,"Du, Yana; Zhang, Li; Zhang, Zhenduo",Taylor & Francis,2019
,85,Do pressure and fatigue influence resident job performance?,"Feddock, C.; Hoellein, A.; Wilson, J.; Caudill, T.; Griffith, C.",Taylor & Francis,2007
,86,"The Study of Job Motivational Factors and Its Influence on Job Satisfaction for Hotel Employees of Thimphu, Bhutan","Norbu, Jigme; Wetprasit, Prateep",Taylor & Francis,2021
,87,Do organisational commitment and job satisfaction influence service quality of the customer contact employees in banking call centres?,"Malhotra, N.; Mukherjee, A.","Aston Business School,",2003
,88,Understanding the Factors That Influence Nurses' Job Satisfaction,"Watson, C. A.",J B LIPPINCOTT CO,2002
,89,Employee participation and the influence on job satisfaction of the ‘new generation’ of Chinese employees,"Zhu, Ying; Xie, Yuhua; Warner, Malcolm; Guo, Yongxing",Taylor & Francis,2015
,90,Linking Empowerment and Job Enrichment to Turnover Intention: The Influence of Job Satisfaction,"Yang, S.-B.; Lee, K.-H.",KOREAN ASSOCIATION FOR PUBLIC ADMINISTRATION,2009
,91,Side effects of gender-fair language: How feminine job titles influence the evaluation of female applicants,"Formanowicz, M.; Bedynska, S.; Cisak, A.; Braun, F.; Sczesny, S.","John Wiley & Sons, Ltd",2013
,92,How can professional learning communities influence teachers' job satisfaction? A mixed-method study in China,"Zhang, Jia; Yuan, Rui",Taylor & Francis,2020
,93,A study of factors which influence the job satisfaction of stockpeople on commercial pig farms,"Segundo, R. C.; English, P. R.; Burgess, G.; Edwards, S. A.",The Society,1990
,94,Parent being a physician: Any influence upon job stress in young physicians? A Norwegian prospective and longitudinal cohort study,"Gude, Tore; Vaglum, Per","Elsevier Science B.V., Amsterdam.",2017
,95,Prevocational Experience and Postentry Behavior: Occupational Influence on Job Attitudes and Turnover.,"Birnbaum, Dee; Somers, Mark John",John Wiley & Sons Inc,1991
,96,Organizational Climate Perception and its Influence on Job Performance and Job Satisfaction of Fisheries Extension Personnel,"Sontakki, B. S.;Sundaraswamy, B.","Asian Fisheries Society, Indian Branch",1996
,97,Does work engagement mediate the influence of job resourcefulness on job crafting?,"Chen, Chien-Yu",Emerald Group Publishing Limited,2019
,98,HOW SOCIAL DOMINANCE ORIENTATION AND JOB STATUS INFLUENCE PERCEPTIONS OF AFRICAN-AMERICAN AFFIRMATIVE ACTION BENEFICIARIES,"AQUINO, K.; STEWART, M. M.; REED, A.",PERSONNEL PSYCHOLOGY INC,2005
,99,Understanding teleworkers’ technostress and its influence on job satisfaction,Ayoung Suh; Jumin Lee,Emerald Group Publishing,2017
,100,Work during COVID-19: assessing the influence of job demands and resources on practical and psychological outcomes for employees,"Jamal, Mohd Tariq; Anwar, Imran; Khan, Nawab Ali; Saleem, Imran",Emerald,2021
